Title,Element Name,Data Value
Retail Salespersons,Enterprising,6.08
Retail Salespersons,Conventional,5.04
Advertising Sales Agents,Realistic,1.06
Advertising Sales Agents,Investigative,1.47
Advertising Sales Agents,Artistic,3.54
Advertising Sales Agents,Social,2.89
Advertising Sales Agents,Enterprising,6.71
Advertising Sales Agents,Conventional,4.73
Insurance Sales Agents,Realistic,1.1
Insurance Sales Agents,Investigative,2.29
Insurance Sales Agents,Artistic,1.18
Insurance Sales Agents,Social,3.69
Insurance Sales Agents,Enterprising,5.84
Insurance Sales Agents,Conventional,5.3
Securities - Commodities - and Financial Services Sales Agents,Realistic,1.25
Securities - Commodities - and Financial Services Sales Agents,Investigative,2.53
Securities - Commodities - and Financial Services Sales Agents,Artistic,1.29
Securities - Commodities - and Financial Services Sales Agents,Social,3.08
Securities - Commodities - and Financial Services Sales Agents,Enterprising,6.08
Securities - Commodities - and Financial Services Sales Agents,Conventional,5.27
Travel Agents,Realistic,1.23
Travel Agents,Investigative,1.48
Travel Agents,Artistic,1.93
Travel Agents,Social,4.32
Travel Agents,Enterprising,5.77
Travel Agents,Conventional,5.72
Sales Representatives of Services - Except Advertising - Insurance - Financial Services - and Travel,Realistic,1.09
Sales Representatives of Services - Except Advertising - Insurance - Financial Services - and Travel,Investigative,1.94
Sales Representatives of Services - Except Advertising - Insurance - Financial Services - and Travel,Artistic,1.44
Sales Representatives of Services - Except Advertising - Insurance - Financial Services - and Travel,Social,3.73
Sales Representatives of Services - Except Advertising - Insurance - Financial Services - and Travel,Enterprising,6.71
Sales Representatives of Services - Except Advertising - Insurance - Financial Services - and Travel,Conventional,5.09
Sales Representatives - Wholesale and Manufacturing - Technical and Scientific Products,Realistic,2.84
Sales Representatives - Wholesale and Manufacturing - Technical and Scientific Products,Investigative,3.15
Sales Representatives - Wholesale and Manufacturing - Technical and Scientific Products,Artistic,1.51
Sales Representatives - Wholesale and Manufacturing - Technical and Scientific Products,Social,2.98
Sales Representatives - Wholesale and Manufacturing - Technical and Scientific Products,Enterprising,5.39
Sales Representatives - Wholesale and Manufacturing - Technical and Scientific Products,Conventional,5.03
Solar Sales Representatives and Assessors,Realistic,3.52
Solar Sales Representatives and Assessors,Investigative,2.73
Solar Sales Representatives and Assessors,Artistic,1.39
Solar Sales Representatives and Assessors,Social,2.75
Solar Sales Representatives and Assessors,Enterprising,5.56
Solar Sales Representatives and Assessors,Conventional,4.43
Sales Representatives - Wholesale and Manufacturing - Except Technical and Scientific Products,Realistic,2.64
Sales Representatives - Wholesale and Manufacturing - Except Technical and Scientific Products,Investigative,2.3
Sales Representatives - Wholesale and Manufacturing - Except Technical and Scientific Products,Artistic,1.69
Sales Representatives - Wholesale and Manufacturing - Except Technical and Scientific Products,Social,2.63
Sales Representatives - Wholesale and Manufacturing - Except Technical and Scientific Products,Enterprising,6.09
Sales Representatives - Wholesale and Manufacturing - Except Technical and Scientific Products,Conventional,4.89
Demonstrators and Product Promoters,Realistic,3.43
Demonstrators and Product Promoters,Investigative,1.8
Demonstrators and Product Promoters,Artistic,3.23
Demonstrators and Product Promoters,Social,3.16
Demonstrators and Product Promoters,Enterprising,5.32
Demonstrators and Product Promoters,Conventional,3.65
Models,Realistic,4.8
Models,Investigative,1
Models,Artistic,7
Models,Social,2.71
Models,Enterprising,3.64
Models,Conventional,2.04
Real Estate Brokers,Realistic,2.62
Real Estate Brokers,Investigative,1.54
Real Estate Brokers,Artistic,1
Real Estate Brokers,Social,2.96
Real Estate Brokers,Enterprising,6.43
Real Estate Brokers,Conventional,5.61
Real Estate Sales Agents,Realistic,2.02
Real Estate Sales Agents,Investigative,1.46
Real Estate Sales Agents,Artistic,1.93
Real Estate Sales Agents,Social,3.5
Real Estate Sales Agents,Enterprising,6.43
Real Estate Sales Agents,Conventional,5.11
Sales Engineers,Realistic,3.16
Sales Engineers,Investigative,3.66
Sales Engineers,Artistic,1.79
Sales Engineers,Social,2.87
Sales Engineers,Enterprising,5.81
Sales Engineers,Conventional,4.49
Telemarketers,Realistic,1.86
Telemarketers,Investigative,1.19
Telemarketers,Artistic,1.39
Telemarketers,Social,3.62
Telemarketers,Enterprising,5.19
Telemarketers,Conventional,5.09
Door-to-Door Sales Workers - News and Street Vendors - and Related Workers,Realistic,3.57
Door-to-Door Sales Workers - News and Street Vendors - and Related Workers,Investigative,1
Door-to-Door Sales Workers - News and Street Vendors - and Related Workers,Artistic,2.02
Door-to-Door Sales Workers - News and Street Vendors - and Related Workers,Social,2.76
Door-to-Door Sales Workers - News and Street Vendors - and Related Workers,Enterprising,5.5
Door-to-Door Sales Workers - News and Street Vendors - and Related Workers,Conventional,4.72
First-Line Supervisors of Office and Administrative Support Workers,Realistic,1.61
First-Line Supervisors of Office and Administrative Support Workers,Investigative,1.35
First-Line Supervisors of Office and Administrative Support Workers,Artistic,1
First-Line Supervisors of Office and Administrative Support Workers,Social,4.33
First-Line Supervisors of Office and Administrative Support Workers,Enterprising,6.96
First-Line Supervisors of Office and Administrative Support Workers,Conventional,5.68
Switchboard Operators - Including Answering Service,Realistic,3.6
Switchboard Operators - Including Answering Service,Investigative,1.39
Switchboard Operators - Including Answering Service,Artistic,1
Switchboard Operators - Including Answering Service,Social,2.91
Switchboard Operators - Including Answering Service,Enterprising,3.18
Switchboard Operators - Including Answering Service,Conventional,5.96
Telephone Operators,Realistic,2.82
Telephone Operators,Investigative,1.04
Telephone Operators,Artistic,1
Telephone Operators,Social,4.56
Telephone Operators,Enterprising,3.36
Telephone Operators,Conventional,6.19
Bill and Account Collectors,Realistic,2.04
Bill and Account Collectors,Investigative,1
Bill and Account Collectors,Artistic,1
Bill and Account Collectors,Social,3.24
Bill and Account Collectors,Enterprising,4.38
Bill and Account Collectors,Conventional,7
Billing and Posting Clerks,Realistic,2.69
Billing and Posting Clerks,Investigative,1.68
Billing and Posting Clerks,Artistic,1
Billing and Posting Clerks,Social,1.49
Billing and Posting Clerks,Enterprising,2.75
Billing and Posting Clerks,Conventional,7
Bookkeeping - Accounting - and Auditing Clerks,Realistic,1.65
Bookkeeping - Accounting - and Auditing Clerks,Investigative,2.17
Bookkeeping - Accounting - and Auditing Clerks,Artistic,1
Bookkeeping - Accounting - and Auditing Clerks,Social,1.47
Bookkeeping - Accounting - and Auditing Clerks,Enterprising,2.89
Bookkeeping - Accounting - and Auditing Clerks,Conventional,7
Gambling Cage Workers,Realistic,2.83
Gambling Cage Workers,Investigative,1
Gambling Cage Workers,Artistic,1
Gambling Cage Workers,Social,2.85
Gambling Cage Workers,Enterprising,4.63
Gambling Cage Workers,Conventional,5.97
Payroll and Timekeeping Clerks,Realistic,1.58
Payroll and Timekeeping Clerks,Investigative,1
Payroll and Timekeeping Clerks,Artistic,1
Payroll and Timekeeping Clerks,Social,2.05
Payroll and Timekeeping Clerks,Enterprising,3.4
Payroll and Timekeeping Clerks,Conventional,7
Procurement Clerks,Realistic,3.01
Procurement Clerks,Investigative,1.63
Procurement Clerks,Artistic,1
Procurement Clerks,Social,1.66
Procurement Clerks,Enterprising,4.31
Procurement Clerks,Conventional,7
Tellers,Realistic,2.29
Tellers,Investigative,1.43
Tellers,Artistic,1
Tellers,Social,2.43
Tellers,Enterprising,4.19
Tellers,Conventional,6.89
Brokerage Clerks,Realistic,2.08
Brokerage Clerks,Investigative,1.26
Brokerage Clerks,Artistic,1
Brokerage Clerks,Social,2.32
Brokerage Clerks,Enterprising,4.51
Brokerage Clerks,Conventional,6.97
Correspondence Clerks,Realistic,1.27
Correspondence Clerks,Investigative,2.47
Correspondence Clerks,Artistic,1.62
Correspondence Clerks,Social,2.74
Correspondence Clerks,Enterprising,3.39
Correspondence Clerks,Conventional,6.74
Court - Municipal - and License Clerks,Realistic,2
Court - Municipal - and License Clerks,Investigative,1.91
Court - Municipal - and License Clerks,Artistic,1.12
Court - Municipal - and License Clerks,Social,3.5
Court - Municipal - and License Clerks,Enterprising,4.24
Court - Municipal - and License Clerks,Conventional,6.13
Credit Authorizers - Checkers - and Clerks,Realistic,1
Credit Authorizers - Checkers - and Clerks,Investigative,1.85
Credit Authorizers - Checkers - and Clerks,Artistic,1
Credit Authorizers - Checkers - and Clerks,Social,3.39
Credit Authorizers - Checkers - and Clerks,Enterprising,4.47
Credit Authorizers - Checkers - and Clerks,Conventional,7
Customer Service Representatives,Realistic,2.05
Customer Service Representatives,Investigative,1.62
Customer Service Representatives,Artistic,1
Customer Service Representatives,Social,3.84
Customer Service Representatives,Enterprising,5.11
Customer Service Representatives,Conventional,6.16
Eligibility Interviewers - Government Programs,Realistic,1
Eligibility Interviewers - Government Programs,Investigative,2.46
Eligibility Interviewers - Government Programs,Artistic,1
Eligibility Interviewers - Government Programs,Social,4.44
Eligibility Interviewers - Government Programs,Enterprising,3.93
Eligibility Interviewers - Government Programs,Conventional,6.35
File Clerks,Realistic,2.53
File Clerks,Investigative,1.38
File Clerks,Artistic,1.15
File Clerks,Social,1.92
File Clerks,Enterprising,1.66
File Clerks,Conventional,7
Hotel - Motel - and Resort Desk Clerks,Realistic,2.62
Hotel - Motel - and Resort Desk Clerks,Investigative,1
Hotel - Motel - and Resort Desk Clerks,Artistic,1.33
Hotel - Motel - and Resort Desk Clerks,Social,4.48
Hotel - Motel - and Resort Desk Clerks,Enterprising,3.81
Hotel - Motel - and Resort Desk Clerks,Conventional,5.71
Interviewers - Except Eligibility and Loan,Realistic,1
Interviewers - Except Eligibility and Loan,Investigative,1.92
Interviewers - Except Eligibility and Loan,Artistic,1.38
Interviewers - Except Eligibility and Loan,Social,4.13
Interviewers - Except Eligibility and Loan,Enterprising,3.66
Interviewers - Except Eligibility and Loan,Conventional,6.01
Library Assistants - Clerical,Realistic,2.91
Library Assistants - Clerical,Investigative,2.01
Library Assistants - Clerical,Artistic,1.3
Library Assistants - Clerical,Social,3.78
Library Assistants - Clerical,Enterprising,2.19
Library Assistants - Clerical,Conventional,6.89
Loan Interviewers and Clerks,Realistic,1
Loan Interviewers and Clerks,Investigative,2.16
Loan Interviewers and Clerks,Artistic,1
Loan Interviewers and Clerks,Social,3.4
Loan Interviewers and Clerks,Enterprising,4.61
Loan Interviewers and Clerks,Conventional,6.93
New Accounts Clerks,Realistic,1.54
New Accounts Clerks,Investigative,1.76
New Accounts Clerks,Artistic,1
New Accounts Clerks,Social,3.55
New Accounts Clerks,Enterprising,4.66
New Accounts Clerks,Conventional,7
Order Clerks,Realistic,2.51
Order Clerks,Investigative,1
Order Clerks,Artistic,1
Order Clerks,Social,2.51
Order Clerks,Enterprising,4.53
Order Clerks,Conventional,7
Human Resources Assistants - Except Payroll and Timekeeping,Realistic,1.49
Human Resources Assistants - Except Payroll and Timekeeping,Investigative,1.36
Human Resources Assistants - Except Payroll and Timekeeping,Artistic,1
Human Resources Assistants - Except Payroll and Timekeeping,Social,3.22
Human Resources Assistants - Except Payroll and Timekeeping,Enterprising,3.86
Human Resources Assistants - Except Payroll and Timekeeping,Conventional,7
Receptionists and Information Clerks,Realistic,1.87
Receptionists and Information Clerks,Investigative,1.92
Receptionists and Information Clerks,Artistic,1
Receptionists and Information Clerks,Social,3.63
Receptionists and Information Clerks,Enterprising,4.23
Receptionists and Information Clerks,Conventional,6.23
Reservation and Transportation Ticket Agents and Travel Clerks,Realistic,2.12
Reservation and Transportation Ticket Agents and Travel Clerks,Investigative,1
Reservation and Transportation Ticket Agents and Travel Clerks,Artistic,1.27
Reservation and Transportation Ticket Agents and Travel Clerks,Social,4.36
Reservation and Transportation Ticket Agents and Travel Clerks,Enterprising,4.02
Reservation and Transportation Ticket Agents and Travel Clerks,Conventional,5.66
Cargo and Freight Agents,Realistic,3.14
Cargo and Freight Agents,Investigative,1.5
Cargo and Freight Agents,Artistic,1
Cargo and Freight Agents,Social,2.14
Cargo and Freight Agents,Enterprising,4.82
Cargo and Freight Agents,Conventional,6.33
Freight Forwarders,Realistic,3.34
Freight Forwarders,Investigative,2.43
Freight Forwarders,Artistic,1
Freight Forwarders,Social,1.89
Freight Forwarders,Enterprising,3.92
Freight Forwarders,Conventional,5.75
Couriers and Messengers,Realistic,4.25
Couriers and Messengers,Investigative,1.17
Couriers and Messengers,Artistic,1
Couriers and Messengers,Social,3.06
Couriers and Messengers,Enterprising,2.74
Couriers and Messengers,Conventional,5.46
Public Safety Telecommunicators,Realistic,4.25
Public Safety Telecommunicators,Investigative,2.88
Public Safety Telecommunicators,Artistic,1
Public Safety Telecommunicators,Social,3.6
Public Safety Telecommunicators,Enterprising,2.9
Public Safety Telecommunicators,Conventional,5.54
Dispatchers - Except Police - Fire - and Ambulance,Realistic,5.28
Dispatchers - Except Police - Fire - and Ambulance,Investigative,1.42
Dispatchers - Except Police - Fire - and Ambulance,Artistic,1
Dispatchers - Except Police - Fire - and Ambulance,Social,2.68
Dispatchers - Except Police - Fire - and Ambulance,Enterprising,2.9
Dispatchers - Except Police - Fire - and Ambulance,Conventional,5.39
Meter Readers - Utilities,Realistic,4.66
Meter Readers - Utilities,Investigative,2.56
Meter Readers - Utilities,Artistic,1
Meter Readers - Utilities,Social,2.2
Meter Readers - Utilities,Enterprising,1.38
Meter Readers - Utilities,Conventional,6.66
Postal Service Clerks,Realistic,3.25
Postal Service Clerks,Investigative,1
Postal Service Clerks,Artistic,1
Postal Service Clerks,Social,2.54
Postal Service Clerks,Enterprising,2.69
Postal Service Clerks,Conventional,6.51
Postal Service Mail Carriers,Realistic,3.57
Postal Service Mail Carriers,Investigative,1
Postal Service Mail Carriers,Artistic,1
Postal Service Mail Carriers,Social,2.64
Postal Service Mail Carriers,Enterprising,2.86
Postal Service Mail Carriers,Conventional,6.4
Postal Service Mail Sorters - Processors - and Processing Machine Operators,Realistic,4.6
Postal Service Mail Sorters - Processors - and Processing Machine Operators,Investigative,1.54
Postal Service Mail Sorters - Processors - and Processing Machine Operators,Artistic,1
Postal Service Mail Sorters - Processors - and Processing Machine Operators,Social,1.83
Postal Service Mail Sorters - Processors - and Processing Machine Operators,Enterprising,1.66
Postal Service Mail Sorters - Processors - and Processing Machine Operators,Conventional,5.91
